id,title
812,Tan Sook Yee's principles of Singapore land law
813,The Korean minority in Japan
814,The sociology of education : a systematic analysis
815,A history of Korea
816,Korea's fight for freedom.
817,"Wealth, poverty and politics : an international perspective"
818,Land law
819,Lex Mercatoria : essays on international commercial law in honour of Francis Reynolds
820,Moneylenders Act : Chapter 188.
821,二程集
822,Law of moneylenders in Malaysia and Singapore
823,史记
824,史记
825,"Contract law in Singapore : cases, materials and commentary"
826,Dealing with an ambiguous world
827,Singapore is not an island : views on Singapore foreign policy
828,ASHRAE laboratory design guide
829,Klavierwerke [music] = Piano works
830,Breakpoint and beyond : mastering the future--today
831,A beginner's guide to structural equation modeling
832,Principles and practice of structural equation modeling
833,The essence of multivariate thinking : basic themes and methods
834,Mainsprings of Indian and Pakistani foreign policies
835,"Science Library MISC :  extension plug, cable and stationery"
836,Mindless : why smarter machines are making dumber humans
837,Basic and clinical pharmacology
838,Canadian guide to uniform legal citation = Manuel canadien de référence juridique.
839,The art of censorship in postwar Japan
840,"6 Suites a Violoncello Solo senza Basso, BWV 1007-1012 [music]"
841,Research guide to Japanese film studies
842,Eros plus massacre : an introduction to the Japanese new wave cinema
843,Censorship of Japanese films during the U.S. occupation of Japan : the cases of Yasujiro Ozu and Akira Kurosawa
844,Queer Asian cinema : shadows in the shade
845,Die Meistersinger von Nürnberg Vorspiel = [music] : The mastersingers of Nuremberg = Les maîtres chanteurs de Nûremberg : prelude
846,"Six sonates [music] : pour violon seul, op. 27"
847,"Sonate für Violoncello und Klavier, op. 40 [music] = Sonata for violoncello and piano, op. 40"
848,"Zwölf Capricen [music] : für Violoncello, Opus 25"
849,Five sonatas (for cello and piano) [music]
850,Illustrated guide to Shaker furniture
851,"The American Shakers and their furniture, with measured drawings of museum classics"
852,"The essential book of Shaker : discovering the design, function, and form"
853,Learning to curse : essays in early modern culture
854,Shaker built : the form and function of Shaker architecture
855,Images (1894) [music]
856,Préludes [music]
857,Confessions
858,Flash boys : a Wall Street revolt
859,Sonate für Violoncello solo [music]
860,Sonata for solo violoncello [music]
861,The travels of Ibn Battuta : A.D. 1325-1354 : translated with revisions and notes from the Arabic text
862,Unifying Hinduism : philosophy and identity in Indian intellectual history
863,The colonial origins of ethnic violence in India
864,Investment valuation : tools and techniques for determining the value of any asset
865,Financial modeling
866,The Times book of IQ tests. Book 5
867,Carriage of goods by sea
868,Carver on charterparties
869,Off-hire : a study
870,Test your IQ : 400 questions to boost your brainpower
871,The organized mind : thinking straight in the age of information overload
872,Probability theory : the logic of science
873,The bluebook : a uniform system of citation
874,Debating otaku in contemporary Japan : historical perspectives and new horizons
875,Understanding legislation : a practical guide to statutory interpretation
876,At home abroad : identity and power in American foreign policy
877,Food
878,Freakery : cultural spectacles of the extraordinary body
879,"The environment in anthropology : a reader in ecology, culture, and sustainable living"
880,"Nature, culture, and gender"
881,新唐书
882,Dharma rain : sources of Buddhist environmentalism
883,隋唐演义
884,神游 : 早期中古时代与十九世纪中国的行旅写作
885,美的焦虑 : 北宋士大夫的审美思想与追求
886,Living conditions of plantation workers and peasants on Java in 1939-1940 ; final report
887,China and the Chinese overseas
888,苏轼全集
889,The end of nature
890,Christianity and ecology : seeking the well-being of earth and humans
891,Masculinities under neoliberalism
892,Nepal; strategy for survival
893,Fulfilling the trust : 50 years of shaping Muslim religious life in Singapore
894,"Mapping an empire : the geographical construction of British India, 1765-1843"
895,The Mediterranean and the Mediterranean world in the age of Philip II
896,天一阁藏明代方志选刊
897,The politics of food in Mexico : state power and social mobilization
898,China and the United States in the South China Sea dispute : an update
899,From the ruins of empire : the revolt against the West and the remaking of Asia
900,"Patrolling the revolution : worker militias, citizenship, and the modern Chinese state"
901,尘几录 : 陶渊明与手抄本文化研究 = The record of a dusty table : Tao Yuanming & manuscript culture
902,Islam dan sosialisme
903,Changing rice bowl : economic development and diet in China
904,Beyond market socialism : privatization of state-owned and collective enterprises in China
905,Danwei : the changing Chinese workplace in historical and comparative perspectives
906,Value and the media : cultural production and consumption in digital markets
907,烽火與流星
908,Ten thousand scrolls : reading and writing in the poetics of Huang Tingjian and the late Northern Song
909,Factory girls in Jurong : an ethnographic study
910,"Hybrid histories : forests, frontiers, and wildness in western India"
911,Communism's shadow : historical legacies and contemporary political attitudes
912,Reputation and international politics
913,中国早期古典诗歌的生成 = The making of early Chinese classical poetry
914,"Post-medieval pottery, 1650-1800"
915,"Rome beyond its frontiers : imports, attitudes and practices"
916,Post-communist nostalgia
917,Polluted promises : environmental racism and the search for justice in a southern town
918,Development anthropology : encounters in the real world
919,苏轼資料汇编
920,Advanced fluid mechanics
921,"Anthropology, development, and modernities : exploring discourses, counter-tendencies, and violence"
922,The origins of alliances
923,On collective memory
924,"Seeking higher ground : the Hurricane Katrina crisis, race, and public policy reader"
925,Maekawa Kunio and the emergence of Japanese modernist architecture
926,"Losing site : architecture, memory, and place"
927,Lawyering Europe : European law as a transnational social field
928,Ethical problems in the practice of law
929,The practice of justice : a theory of lawyers' ethics
930,Regulation of lawyers : statutes and standards
931,In search of the ethical lawyer : stories from the Canadian legal profession
932,Legal ethics and human dignity
933,"Illustrations in advocacy . Examples of conducting the prosecution and defense of civil and criminal cases : including methods of cross-examination, also Cicero's defense of Roscius for murder, and the story of the Tichborne trial retold"
934,Counsel misconduct before the International Criminal Court : professional responsibility in international criminal defence
935,"Thurgood Marshall : warrior at the bar, rebel on the bench"
936,Housekeeping
937,Corruption and the secret of law : a legal anthropological perspective
938,A professor's duties : ethical issues in college teaching
939,The craft of university teaching
940,Experimental legal education in a globalized world : the Middle East and beyond
941,Criminal procedure : a worldwide study
942,Corruption : the enemy within
943,Comparative criminal justice systems
944,"Domestic abuse, child custody, and visitation : winning in family court"
945,"Symphony no. 6 [music] : in B minor (Pathétique), op. 74"
946,Photosynthetic pigments of algae
947,The Berlin file [videorecording].
948,The President's last bang [videorecording]
949,"Sonate für Violine und Klavier Nr. 1 a-moll [music] = Sonata for violin and piano no. 1 in A minor, op. 105"
950,Transgenerational entrepreneurship : exploring growth and performance in family firms across generations
951,The Cambridge handbook of the learning sciences
952,地球往事
953,近代中国经济变迁
954,"Suffering, art, and aesthetics"
955,"Mergers and acquisitions : law, theory, and practice"
956,"Mergers and acquisitions : law, theory, and practice"
957,Basic writings of Nietzsche
958,Nursing research : generating and assessing evidence for nursing practice
959,The Chinese enlightenment : intellectuals and the legacy of the May Fourth movement of 1919
960,Basic category theory for computer scientists
961,Twelve pieces [music] : K. 487 for two horns
962,"Concerto no. 1, op. 19, in D major [music] : for violin and piano"
963,Valse-Scherzo Opus 34 [music] : für Violine und Klavier = Valse-Scherzo op. 34 : for violin and piano
964,The clarinet
965,"Syonan, my story : the Japanese occupation of Singapore"
966,Malaya and Singapore during the Japanese Occupation
967,Days of darkness days of light : the Singapore Methodist community's stories of experiences during the Japanese occupation (1942-1945).
968,"Japanese occupation of South-East Asia, 1941-1945 : selected documents"
969,"The Japanese occupation of Malaya and Singapore, 1941-45 : a social and economic history"
970,They told us to move : Dakota-Cassia
971,"A Ravel reader : correspondence, articles, interviews"
972,Australian guide to legal citation.
973,ALWD guide to legal citation
974,Fantasizing the feminine in Indonesia
975,Linear algebra : concepts and techniques on euclidean spaces
976,"Discovering computer science : interdisciplinary problems, principles, and Python programming"
977,A quiet place
978,The law of wills probate administration and succession in Malaysia and Singapore : (with cases and commentaries)
979,Company law
980,Company law and securities regulation in Singapore
981,Company law
982,Law of succession
983,Equity and trusts : commentary and materials
984,"Equity & trusts : text, cases, and materials"
985,Singapore companies legislation.
986,Harem : the world behind the veil
987,Vermeer's hat : the 17th century and the dawn of the global world
988,The universal Baroque
989,A book to burn and a book to keep (hidden) : selected writings
990,France in the world : a new global history
991,The archive
992,The birth of the archive : a history of knowledge
993,Chinoiserie : commerce and critical ornament in eighteenth-century Britain
994,Nanyang perspective; Chinese students in multiracial Singapore
995,Renewal : the Chinese state and the new global history
996,Rethinking Chineseness : translational Sinophone identities in the Nanyang literary world
997,Second person singular
998,The silent cry
999,"Mathematics of big data : spreadsheets, databases, matrices, and graphs"
1000,"Sonata, C-moll [music] : für oboe (flöte, violine) und basso continuo, RV 53 = für Oboe (Flöte, Violine) und Basso continuo, RV 53"
1001,"3 romances for oboe (violin) and piano [music] = für Oboe (Violine) und Klavier, with additional arrangements for clarinet and violoncello = zusätzlich eingerichtet für Klarinette und Violoncello, op. 94"
1002,Orchestral excerpts from the symphonic repertoire for viola [music]
1003,- And the rain my drink
1004,The crab cannery ship and other novels of struggle
1005,"For dignity, justice, and revolution : an anthology of Japanese proletarian literature"
1006,The dispersion : a history of the word diaspora
1007,Diasporas
1008,The origins of Malay nationalism
1009,The God delusion
1010,Andrea Chénier [music] : dramma istorico in four acts with Italian and English texts
1011,The language of God : a scientist presents evidence for belief
1012,Rigoletto [music]
1013,Overtures and preludes : in full score
1014,More notes of a dirty old man : the uncollected columns
1015,Angels and demons
1016,The submerged state : how invisible government policies undermine American democracy
1017,Understanding local economic development
1018,宋元學案
1019,高僧传
1020,明儒學案
1021,陳寅恪集. 金明館叢稿二編.
1022,隋唐制度淵源略論稿 ; 唐代政治史述論稿
1023,陳寅恪集. 金明館叢稿初編.
1024,阳明先生集要
1025,四庫全書簡明目錄
1026,通鑑紀事本末
1027,Art nouveau : 1890-1914
1028,New narratives of Russian and East European art : between traditions and revolutions
1029,The odyssey of Shen Congwen
1030,Digging the Africanist presence in American performance : dance and other contexts
1031,Body theology
1032,Indian buddhist philosophy
1033,Spring snow
1034,"Love, or something like love : short stories"
1035,The hatred of literature
1036,King Arthur's enchantresses : Morgan and her sisters in Arthurian tradition
1037,Jesus loves Japan : return migration and global pentecostalism in a Brazilian diaspora
1038,Power of gentleness : meditations on the risk of living
1039,"3D printing, intellectual property and innovation : insights from law and technology"
1040,Imperial Spain 1469-1716
1041,A history of Spain
1042,Spain : a history
1043,Spain : the root and the flower : an interpretation of Spain and the Spanish people
1044,Principles and practice of securities regulations in Singapore
1045,On voluntary servitude : false consciousness and the theory of ideology
1046,My year of rest and relaxation
1047,Reliability engineering
1048,Momentum stock selection
1049,Trading with charts for absolute return
1050,The value and momentum trader : dynamic stock selection models to beat the market
1051,Zen in the markets : confessions of a Samurai trader
1052,The rules of contagion : why things spread - and why they stop
1053,新譯江淹集
1054,宋元道敎之发展
1055,"J.S. Bach, cello-suiten [sound recording]."
1056,"The Messiah [music] : an oratorio for four-part chorus of mixed voices, soprano, alto, tenor, and bass soli, and piano"
1057,"Ein deutsches Requiem [music] : nach Worten der Heiligen Schrift : für Soli, Chor und Orchester (Orgel ad lib.), op. 45 = A German requiem : based on the Holy Scriptures : for solists, chorus and orchestra (organ ad lib.)"
1058,Lieder [music] : Gesamtausgabe = complete edition = édition complète
1059,The Singapore Convention on Mediation  : a commentary
1060,Crime and punishment
1061,This is what inequality looks like
1062,Transportation for livable cities
1063,The first cell : and the human costs of pursuing cancer to the last
1064,Artificial intelligence : a guide for thinking humans
1065,"The Cambridge handbook of smart contracts, blockchain technology and digital platforms"
1066,The real story of Ah-Q and other tales of China : the complete fiction of Lu Xun
1067,Fundamentals of rock mechanics
1068,Economic change in Thailand since 1850.
1069,The Chinese in Thailand
1070,Social change and the Chinese in Singapore : a socio-economic geography with special reference to bang structure
1071,The rise of ersatz capitalism in South-East Asia
1072,Local entrepreneurship in Singapore : private & state
1073,The Chinese in Southeast Asia
1074,"Entrepreneurship in Pacific Asia : past, present and future"
1075,Alternate identities : the Chinese of contemporary Thailand
1076,The Chinese émigrés of Thailand in the twentieth century
1077,A history of the Thai-Chinese
1078,"Chinese entrepreneurship in Singapore : history, faith & culture"
1079,Effective grading : a tool for learning and assessment in college
1080,Destination dissertation : a traveler's guide to a done dissertation
1081,"Teaching, learning, and research in higher education : a critical approach"
1082,"Selecting the right analyses for your data : quantitative, qualitative, and mixed methods"
1083,Business research methods
1084,南洋大学新加坡华族行业史调查研究报告
1085,The Qur'an : English translation and parallel Arabic text
1086,Drei Duette für zwei Violinen und Klavier [music] = Three violin duets : for 2 violins and piano
1087,WOHA. Vol. 2 : selected projects
1088,Garden city mega city : rethinking cities for the age of global warming
1089,The Filipino rebel : a romance of American occupation in the Philippines.
1090,"Another global city : historical explorations into the transnational municipal moment, 1850-2000"
1091,"The Western Malay States, 1850-1873 ; the effects of commercial development on Malay politics."
1092,"Tin mining in Malaysia, 1800-2000 : the Osborne & Chappel story"
1093,"The Hakka Chinese : their origin, folk songs and nursery rhymes plus the Chinese ancient wisdom words"
1094,"Konzert in e-Moll für Violine und Orchester [music] = Concerto in E minor for violin and orchestra, op. 64"
1095,Subcommunal participation and leadership cohesiveness of the Chinese in 19th century Singapore
1096,Reclaiming backlanes : design vision for increasing building performance and reprogramming common spaces
1097,Toward a political economy of sojourning experience : the Chinese in 19th century Malaya
1098,"A village remembered : Kampong Radin Mas, 1800s-1973"
1099,Singapore good class bungalow 1819 - 2015
1100,"Japanese society at war : death, memory and the Russo-Japanese war"
1101,Nurse to nurse. ECG interpretation
1102,The Lioness in bloom : modern Thai fiction about women
1103,Principles of Singapore land law
1104,Jurong East planning area : planning report 1995
1105,Interpretation.
1106,甜美生活 : 一起烘焙时光 = The sweet life
1107,Human physiology : an integrated approach
1108,Clinically oriented anatomy
1109,Junqueira's basic histology : text and atlas
1110,The essential guide to income tax in Singapore
1111,"The Heifetz collection [sound recording] : a retrospective in six volumes, 1917-1955. Volume 2, 1925-1934. The first electrical recordings."
1112,"How to win : the argument, the pitch, the job, the race"
1113,Land framework of Singapore : building a sound land administration and management system
1114,Construction mathematics.
1115,Total sustainability in the built environment
1116,Writing analytically
1117,Introduction to land law
1118,Integrating land use & mobility: supporting sustainable growth
1119,A handbook of rhetoric and prosody
1120,Sustainable infrastructure : sustainable buildings
1121,"The future of building : perspectives, methods, objectives, prospects"
1122,Work smarts : what CEOs say you need to know to get ahead
1123,"Universal principles of design : 125 ways to enhance usability, influence perception, increase appeal, make better design decisions, and teach through design"
1124,A better planet : 40 big ideas for a sustainable future
1125,"Music, thought, and feeling : understanding the psychology of music"
1126,Practising Spanish grammar
1127,Marketing of high-technology products and innovations.
1128,Cold atoms and molecules : a testground for fundamental many particle physics
1129,"The worldly philosophers : the lives, times, and ideas of the great economic thinkers"
1130,Hayek vs Keynes : a battle of ideas
1131,Private government : how employers rule our lives (and why we don't talk about it)
1132,Japanese images of nature : cultural perspectives
1133,Cultural geographies : an introduction
1134,A history of [pi] (pi)
1135,"Medical law : text, cases, and materials"
1136,"Jones and Sufrin's EU competition law : text, cases, and materials"
1137,Company law
1138,Leadership : theory and practice
1139,The contest of meaning : critical histories of photography
1140,"The history of Rasselas, Prince of Abissinia"
1141,The ghost lover of Emerald Hill and other stories
1142,Ministry of moral panic : stories
1143,Malay sketches
1144,The internationalization of East Asian higher education : globalization's impact
1145,"Western higher education in Asia and the Middle East : politics, economics, and pedagogy"
1146,"The dynamics of higher education development in east Asia : Asian cultural heritage, western dominance, economic development, and globalization"
1147,Keating on construction contracts.
1148,Construction insurance and UK construction contracts
1149,Legal aspects of receivables financing
1150,Construction contracts : law and practice
1151,Berlingieri on arrest of ships
1152,"Cinéma-fantasie [music] : pour violon et orchestre d'après : ""Le boeuf sur le toit"""
1153,"Resilience and the localisation of trauma in Aceh, Indonesia"
1154,Shadow and sound : the historical thought of a Sumatran people
1155,"The contest for North Sumatra : Atjeh, the Netherlands, and Britain, 1858-1898."
1156,Indonesia's secret war in Aceh
1157,"Aceh : history, politics and culture"
1158,Topological geometry
1159,The effective executive : the definitive guide to getting the right things done
1160,And the mountains echoed
1161,A source book in theatrical history = Sources of theatrical history
1162,Unrecognized states : the struggle for sovereignty in the modern international system
1163,Jihad and death : the global appeal of Islamic State
1164,Markesinis and Deakin's tort law
1165,"Child Alice. Part II, Quaint events [music] : for soprano solo and orchestra"
1166,The language of gaming
1167,Capital : a critique of political economy
1168,No friend but the mountains : the true story of an illegally imprisoned refugee
1169,Who can you trust? : how technology brought us together and why it might drive us apart
1170,Winning with people : discover the people principles that work for you every time
1171,The fundamental right to data protection : normative value in the context of counter-terrorism surveillance
1172,Data protection law in Singapore : privacy and sovereignty in an interconnected world
1173,"Laying down the law : a discussion of the people, processes and problems that shape Acts of Parliament"
1174,Legal methods : cases and materials
1175,Beyond good and evil : prelude to a philosophy of the future
1176,Nationalism and the nation in the Iberian Peninsula : competing and conflicting identities
1177,The Moorish Spain
1178,Atit ke chalchitra
1179,Atiyah and Adams' sale of goods
1180,The international sale of goods
1181,The sale of goods
1182,Semiconductor lasers
1183,Biotechnology and development : challenges and opportunities for Asia
1184,Regulating reproduction
1185,Ethics of new reproductive technologies : the Glover report to the European Commission
1186,The Ethics of reproductive technology
1187,Genetics and gene therapy
1188,"Biotechnology : legal, economic and ethical dimensions"
1189,The bureaucrats
1190,Surviving your dissertation : a comprehensive guide to content and process
1191,Choices and conflict : explorations in health care ethics
1192,Biomedical technology and human rights
1193,The foundation of bioethics
1194,Intellectual property and biotechnology : biological inventions
1195,Biotechnological inventions : moral restraints and patent law
1196,Intellectual property and biological resources
1197,"Gene patents and collaborative licensing models : patent pools, clearinghouses, open source models, and liability regimes"
1198,Law and morality in the age of bioscience
1199,Legal aspects of gene technology
1200,Biomedical ethics
1201,"Co-habiting with ghosts : knowledge, experience, belief and the domestic uncanny"
1202,The invention of culture
1203,"Piety, politics, and everyday ethics in Southeast Asian Islam : beautiful behavior"
1204,Ethnography #9
1205,Famine and fashion : needlewomen in the nineteenth century
1206,"The politics of women's work : the Paris garment trades, 1750-1915"
1207,Impressionism : the first collectors
1208,The beautiful cure : harnessing your body's natural defences
1209,Tender delirium
1210,Boom : a play
1211,Real-world machine learning
1212,The great European stage directors.
1213,ナショナリズムとジェンダー : Collected Works of Chizuko Ueno
1214,"Caste, hierarchy, and individualism : Indian critiques of Louis Dumont's contributions"
1215,"In the beginning, woman was the sun : the autobiography of a Japanese feminist"
1216,First loves
1217,The concept of mens rea in international criminal law : the case for a unified approach
1218,The law of the International Criminal Court
1219,We rose up slowly : short stories
1220,Abraham's promise
1221,Asymptotic techniques for use in statistics
1222,"Perspectives on Islamic law, justice, and society"
1223,The Hindu nationalist movement in India
1224,Robust statistics
1225,And the walls come crumbling down
1226,"Somewhere else, another you"
1227,The strangled traveler : colonial imaginings and the Thugs of India
1228,Landscapes of the mind : the faces of reality
1229,Rethinking refugees : beyond states of emergency
1230,Mistrusting refugees
1231,Escape from violence : conflict and the refugee crisis in the developing world
1232,The 7 habits of highly effective people : restoring the character ethic
1233,Law in everyday life
1234,"Havanaise [music] : op. 83 ; & Introduction and rondo capriccioso, op. 28 : for violin and piano"
1235,Sei solo a violino senza basso accompagnato [music] = Trzy sonaty i trzy partity na skrzypce solo = Drei Sonaten und drei Partiten für Violine allein = Three sonatas and three partitas for violin solo
1236,"Women empowering community : commemorating 40 years of Singapore women in grassroots, 1967-2007"
1237,Manit Sriwanichpoom : phenomena & prophecies.
1238,"Negotiating home, history and nation : two decades of contemporary art in Southeast Asia, 1991-2011"
1239,Women empowerment : issues and challenges
1240,Woman on top : the art of smashing stereotypes & breaking all the rules
1241,Madonnas and Mavericks : power women in Singapore
1242,New York 2000 : architecture and urbanism between the Bicentennial and the Millennium
1243,Peter Zumthor therme Vals
1244,Thinking architecture
1245,The mystery of economic growth
1246,The dictator's dilemma : the Chinese Communist Party's strategy for survival
1247,The book of why : the new science of cause and effect
1248,Academic writing : process and product
1249,Admiralty jurisdiction : law and practice in South Africa
1250,"The myth of the lazy native : a study of the image of the Malays, Filipinos and Javanese from the 16th to the 20th century and its function in the ideology of colonial capitalism"
1251,Sonata in A major for violin (or viola or cello or flute) and piano [music]
1252,Antony and Cleopatra
1253,Antony and Cleopatra
1254,The death and life of great American cities
1255,Cities full of space : qualities of density
1256,明治維新と下級武士
1257,"講座明治維新. 第4卷, 近代国家の形成"
1258,Lewin's genes XI
1259,Desire and domestic fiction : a political history of the novel
1260,The development of African drama
1261,Cross-border insolvency : a commentary on the UNCITRAL model law
1262,"Opportunities for the disabled : report of the Advisory Council on the Disabled, November 1988."
1263,Denyut dan debar
1264,"Bertiup angin, beralihlah awan"
1265,Di-makan mabok
1266,中国语学资料丛刊
1267,"The natural instability of markets : expectations, increasing returns, and the collapse of capitalism"
1268,The theory of moral sentiments
1269,Outline of a theory of practice
1270,In an antique land
1271,The value of everything : makers and takers in the global economy
1272,"On the principles of political economy, and taxation"
1273,David Ricardo : notes on Malthus's ʻMeasure of valueʼ
1274,The production of space
1275,Marxist thought and the city
1276,A local history of global capital : jute and peasant life in the Bengal Delta
1277,Keating on construction contracts
1278,The table talk of W.H. Auden
1279,Enough to say it's far : selected poems of Pak Chaesam
1280,Carter v Boehm and pre-contractual duties in insurance law : a global perspective after 250 years
1281,Health sciences literature review made easy : the matrix method
1282,Decision making in health and medicine : integrating evidence and values
1283,Clinical problem solving in prosthodontics
1284,Clinical problem solving in periodontology & implantology
1285,Nautch girls of the Raj
1286,The book of the courtesans : a catalogue of their virtues
1287,General insurance law
1288,"Shared responsibilities, unshared power : the politics of policy-making in Singapore"
1289,The noodle narratives : the global rise of an industrial food into the twenty-first century
1290,Just one child : science and policy in Deng's China
1291,Pizza and pizza chefs in Japan : a case of culinary globalization
1292,Citizen Coke : the making of Coca-Cola capitalism
1293,China and the ASEAN states : the ethnic Chinese dimension
1294,Ethnic Chinese as Southeast Asians
1295,Counter-cola : a multinational history of the global corporation
1296,"Sonata for violin and piano, A major [music] = für violine und klavier, A dur"
1297,"Queers in space : communities, public places, sites of resistance"
1298,Queer voices from Japan : first person narratives from Japan's sexual minorities
1299,AsiaPacifiQueer : rethinking genders and sexualities
1300,Ellinger's modern banking law
1301,Handbook of education in China
1302,Divertimento concertante [music] : per contrabbasso e orchestra
1303,Diversity and inclusion in organizations
1304,"Kirishitan bunko : a manual of books and documents on the early Christian missions in Japan. With special reference to the principal libraries in Japan and more particularly to the collection at Sophia University, Tokyo."
1305,"An introduction to the policy process : theories, concepts, and models of public policy making"
1306,Commentary on UCP 600 : article-by-article analysis
1307,Richard Strauss : a critical commentary on his life and works.
1308,"Richard Strauss : man, musician, enigma"
1309,Birds of our wetlands : a journey through Sungei Buloh Wetland Reserve.
1310,Keats and Hellenism : an essay
1311,The life of plants.
1312,Popular political support in urban China
1313,"The Chinese Communist party as organizational emperor : culture, reproduction and transformation"
1314,Benjamin's sale of goods.
1315,まちがいの狂言 [videorecording] = The kyogen of errors
1316,義経千本桜 [videorecording]
1317,能 道成寺 [videorecording] = Noh Dojoji
1318,The superhero costume : identity and disguise in fact and fiction
1319,A cultural history of food
1320,The history of modern fashion from 1850
1321,Nazi Germany and the Jews
1322,Handbook of the mammals of the world
1323,The Qurʼan
1324,"Sharks : conservation, governance, and management"
1325,Mindfulness : an eight-week plan for finding peace in a frantic world
1326,The complete human body : the definitive visual guide
1327,"Gramática de uso del español : teoría y práctica, con solucionario. Niveles B1-B2"
1328,The Israel lobby and U.S. foreign policy
1329,The Undertaking of Lily Chen
1330,Kafka on the shore
1331,Sofia and the utopia machine
1332,On China
1333,Brevísima relación de la destruición de las Indias
1334,Postcolonial animalities
1335,Necessary evil : how to fix finance by saving human rights
1336,The best and the brightest
1337,Singapore artitude : a collective book = Yi shu tai du
1338,Normal people
1339,You will never be forgotten : stories
1340,Migrants of the British diaspora since the 1960s : stories from modern nomads
1341,In the eye of the sun
1342,The importance of religion : meaning and action in our strange world
1343,Hopscotch
1344,Sabrina
1345,Physical chemistry : a problem solving approach
1346,Physical chemistry : a laboratory manual
1347,"Guns, germs, and steel : the fates of human societies"
1348,Elementary differential equations and boundary value problems
1349,Reverse hallucinations in the Archipelago
1350,The Norton anthology of short fiction
1351,A crisis of beliefs : investor psychology and financial fragility
1352,Human physiology : an integrated approach
1353,Three pieces for two violins and piano [music]
1354,Collaborative learning techniques : a handbook for college faculty
1355,A history of Chinese art
1356,The international law on foreign investment
1357,Goods and services tax : law and practice
1358,Galatians : a new translation with introduction and commentary
1359,"Tropical architecture and interiors : tradition-based design of Indonesia, Malaysia, Singapore, Thailand"
1360,Negotiation of contingent talk : the Japanese interactional particles ne and sa
1361,"Treasures of the Regent, Singapore"
1362,"Roll, Jordan, roll ; the world the slaves made"
1363,"The magnitude of ming : command, allotment, and fate in Chinese culture"
1364,"Longman anthology of world literature by women, 1875-1975"
1365,Waves in metamaterials
1366,Terrorism and counter-intelligence : how terrorist groups elude detection
1367,Better off dead : the evolution of the zombie as post-human
1368,Choices : inside the making of India's foreign policy
1369,Women in modern terrorism : from liberation wars to global Jihad and the Islamic State
1370,Fraser's Hill and Lewis J. Fraser of Singapore
1371,Beyond Bicentennial : perspectives on Malays
1372,The age of wrath : a history of the Delhi Sultanate
1373,Train to Pakistan
1374,Tracking modernity : India's railway and the culture of mobility
1375,India's railway history : a research handbook
1376,Engines of change : the railroads that made India
1377,"A study of the Singapore slum problem, 1907-41 : with special reference to the Singapore Improvements Trust."
1378,Law of compulsory purchase and compensation : Singapore and Malaysia
1379,The law of compulsory land acquisition in Singapore.
1380,Toward a better future : education and training for economic development in Singapore since 1965
1381,Gre contextual vocabulary
1382,Journal of world trade law.
1383,Principles of international development law : progressive development of the principles of international law relating to the new international economic order
1384,The Afro-Asian contribution to the broad interpretation of the United Nations Charter's concept of dealing with non-self-governing territories: 1945-1963 : a study of the effects of bloc action on the evolution of chapter XI of the Charter.
1385,"Convention on Early Notification of a Nuclear Accident ; and, Convention on Assistance in the Case of a Nuclear Accident or Radiological Emergency."
1386,World economic agencies : law and practice.
1387,OPEC aid and the challenge of development
1388,The law-making functions of the specialised agencies of the United Nations.
1389,The emergence of the NIEO ideology
1390,Other face of OPEC : financial assistance to the third world
1391,"Oil, debt, and development : OPEC in the Third World"
1392,Petroleum investment policies in developing countries
1393,International economic organisations.
1394,OPEC : twenty years and beyond
1395,OPEC and the third world : the politics of aid
1396,The evolution of OPEC
1397,"The Soviets in international organizations ; changing policy toward developing countries, 1953-1963"
1398,Coping with chronic illness : overcoming powerlessness
1399,Spiritual care in nursing practice
1400,Cultural identity and global process
1401,Explaining culture : a naturalistic approach
1402,Culture : the anthropologists' account
1403,"Gramsci, culture and anthropology"
1404,Negotiating local knowledge : power and identity in development
1405,"Modernities, class, and the contradictions of globalization : the anthropology of global systems"
1406,Sämtliche Klaviersonaten [music] = The complete piano sonatas = L'intégrale des sonates pour piano
1407,Introduction to structural equation modelling using IBM SPSS statistics and AMOS
1408,"George Town, world heritage site : the story of the Chinese in nineteenth-century, Penang"
1409,Nietzsche's teaching : an interpretation of Thus spoke Zarathustra
1410,"Biophilic design : the theory, science, and practice of bringing buildings to life"
1411,Empires of the senses : bodily encounters in imperial India and the Philippines
1412,Critical perspectives on linguistic fixity and fluidity : languagised lives
1413,"Urban landscape ecology : science, policy and practice"
1414,The democracy of Islam : a concise exposition with comparative reference to Western political thought
1415,Microbiology : principles and explorations.
1416,A history of the educational policy of the Straits Settlements with recommendations for a new system based on vernaculars.
1417,Value : the representation of labour in capitalism
1418,Toward an anthropological theory of value : the false coin of our own dreams
1419,Culture and practical reason
1420,The wealth of nations
1421,Nursing care plans : nursing diagnosis and intervention
1422,Social psychology
1423,Sometimes I wonder about me : teenagers and mental health
1424,International arbitration : law and practice
1425,Content analysis : an introduction to its methodology
1426,Analyzing media messages : using quantitative content analysis in research
1427,Content analysis for the social sciences and humanities
1428,Pen and sail : literature and history in early Bangkok including the history of Bangkok in the chronicles of Ayutthaya
1429,Architecture of Siam : a cultural history intrepretation
1430,Think and grow rich
1431,The appearances of memory : mnemonic practices of architecture and urban form in Indonesia
1432,The magic of thinking big
1433,The global transformations reader : an introduction to the globalization debate
1434,Globalization : a reader
1435,Globalization : a basic text
1436,Globalization
1437,The globalization reader
